context_id,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_1_scores,candidate_2_scores,candidate_3_scores,candidate_4_scores,candidate_5_scores,candidate_6_scores,candidate_7_scores,candidate_8_scores,candidate_9_scores,candidate_10_scores,candidate_11_scores,candidate_12_scores
190,214,233,212,370,130,114,111,286,326,357,20,25,0.4,0.4,0.0,0.4,0.8,0.0,0.0,0.2,0.0,0.2,0.0,0.0
191,223,321,298,188,255,349,358,271,227,399,268,339,0.0,0.0,0.8,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0
192,12,315,324,233,244,205,285,105,15,201,160,349,0.0,0.4,0.0,0.8,0.0,0.6,0.0,0.6,0.0,0.0,0.2,0.0
193,203,322,9,77,93,378,288,316,202,216,2,21,0.0,0.0,0.2,0.4,0.8,0.0,0.2,0.0,0.0,0.4,0.4,0.0
194,310,6,132,338,149,344,186,96,153,87,48,247,0.8,0.4,0.2,0.6,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.2
195,146,115,377,198,79,362,335,170,61,233,356,398,0.2,0.6,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.8,0.6
196,203,114,34,79,355,164,316,251,58,266,389,18,0.0,0.0,0.2,0.2,0.4,0.8,0.0,0.2,0.6,0.0,0.2,0.4
198,142,120,91,216,52,71,270,200,135,279,316,172,0.4,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0
199,90,32,273,209,308,234,249,248,346,211,27,228,0.0,0.0,0.2,0.0,0.6,0.0,0.6,0.8,0.2,0.2,0.0,0.4
200,94,203,127,243,31,148,67,42,351,217,213,139,0.0,0.0,0.2,0.2,0.4,0.4,0.0,0.8,0.4,0.0,0.0,0.0
201,60,191,48,288,37,215,102,179,199,232,46,66,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0
202,192,199,89,360,27,353,58,41,93,214,278,1,0.0,0.4,0.6,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.6,0.0
203,130,396,339,252,198,348,359,150,356,188,80,181,0.2,0.0,0.0,0.0,0.0,0.8,0.4,0.4,0.0,0.0,0.2,0.6
204,202,76,284,395,116,114,345,242,334,104,337,171,0.8,0.4,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.2,0.2
205,257,160,266,228,178,352,222,158,294,380,34,338,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.8,0.0,0.0,0.6,0.0
206,341,254,112,48,98,128,205,272,257,211,230,309,0.2,0.2,0.0,0.4,0.8,0.2,0.0,0.2,0.6,0.4,0.0,0.0
207,187,1,319,141,215,318,301,28,56,151,128,354,0.2,0.2,0.0,0.8,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0
208,56,275,283,170,366,67,62,118,148,351,240,389,0.0,0.2,0.8,0.0,0.2,0.0,0.2,0.4,0.4,0.4,0.2,0.2
209,349,371,241,274,131,147,392,130,135,188,254,343,0.0,0.8,0.2,0.4,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.4
210,329,58,300,146,295,374,139,11,322,386,5,249,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0
211,336,149,45,172,229,207,374,107,169,25,68,143,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.6,0.2
212,162,0,285,367,294,322,9,258,308,248,141,104,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.2,0.0,0.2,0.8,0.0
213,327,145,190,392,304,291,51,227,278,13,194,248,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.4,0.8
214,10,237,309,255,120,385,264,326,14,378,213,278,0.8,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.4
215,290,327,17,273,49,202,203,350,77,115,224,330,0.0,0.2,0.6,0.8,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0
216,214,216,382,332,381,239,161,249,185,111,240,355,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.8,0.0,0.0,0.0
217,270,29,19,320,371,395,111,13,289,378,321,221,0.2,0.2,0.0,0.2,0.2,0.4,0.4,0.0,0.0,0.8,0.0,0.4
218,95,74,56,28,320,41,25,58,356,117,287,132,0.4,0.0,0.8,0.4,0.0,0.2,0.0,0.2,0.4,0.2,0.2,0.2
219,15,151,275,270,119,225,279,298,240,393,250,93,0.4,0.6,0.0,0.2,0.2,0.8,0.2,0.0,0.4,0.0,0.2,0.0
220,85,228,23,146,42,98,10,131,267,174,82,181,0.0,0.4,0.0,0.4,0.2,0.8,0.0,0.2,0.2,0.0,0.6,0.0
221,16,247,97,389,110,388,218,113,183,286,228,324,0.8,0.6,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0
222,168,71,296,7,74,104,382,362,8,115,216,33,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.8,0.0
223,160,76,195,4,161,368,9,282,0,334,8,357,0.8,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.2,0.0
224,274,15,193,5,261,111,91,52,341,289,0,249,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.4
226,110,172,116,181,98,275,311,224,168,48,73,378,0.4,0.0,0.0,0.6,0.0,0.0,0.2,0.8,0.0,0.0,0.4,0.0
227,306,205,348,91,220,145,137,323,187,175,39,98,0.2,0.0,0.4,1.0,0.0,0.2,0.0,0.0,0.4,0.0,0.4,0.0
228,65,113,56,103,313,178,74,79,73,144,172,48,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.2,0.8,0.0,0.2,0.4
229,282,114,163,372,160,90,248,213,316,309,177,330,0.0,0.0,0.0,0.6,0.2,0.2,0.4,0.6,0.0,0.8,0.2,0.2
230,187,277,0,79,95,73,270,104,200,96,204,86,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.4,0.0,0.4
231,292,325,361,99,43,66,338,110,216,306,80,178,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.4
232,281,375,276,351,327,216,58,132,75,49,13,67,0.0,0.0,0.8,0.0,0.4,0.2,0.6,0.0,0.4,0.0,0.0,0.0
233,306,115,323,137,58,253,151,315,286,104,154,345,0.0,0.2,0.0,0.2,0.0,0.0,0.8,0.4,0.4,0.2,0.4,0.2
234,379,218,89,243,148,397,58,245,129,80,266,122,0.0,0.4,0.8,0.0,0.0,0.2,0.6,0.0,0.0,0.4,0.0,0.0
235,20,228,335,357,223,224,115,184,256,344,55,320,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0
236,3,205,256,52,190,257,44,139,72,161,293,124,0.0,0.2,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0
237,61,324,335,391,50,397,6,288,210,386,20,149,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.6
238,314,147,129,101,71,59,102,383,55,186,63,297,0.8,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.2,0.4
239,90,1,134,121,24,30,315,331,29,388,206,248,0.4,0.2,0.2,0.2,0.4,0.0,0.2,0.2,0.4,0.0,0.0,0.8
240,185,255,95,81,148,326,209,278,265,394,297,122,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.4
241,266,253,225,187,194,146,241,204,236,380,239,59,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.4,0.6,1.0
242,101,337,173,273,282,15,399,373,275,146,71,270,0.0,0.0,0.0,0.8,0.0,0.4,0.2,0.6,0.6,0.0,0.0,0.0
243,377,244,397,156,283,381,59,182,341,124,337,108,0.0,0.2,0.0,0.4,0.0,0.0,0.4,0.2,0.4,0.0,0.8,0.0
244,355,183,107,315,311,120,129,221,327,141,14,264,0.0,0.0,0.4,0.0,0.4,0.8,0.0,0.0,0.6,0.0,0.0,0.2
245,311,248,275,394,9,382,84,322,53,378,96,90,0.0,0.4,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.0,0.8,0.0
249,208,178,286,196,26,254,300,250,344,320,180,198,0.8,0.6,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0
