context_id,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_1_scores,candidate_2_scores,candidate_3_scores,candidate_4_scores,candidate_5_scores,candidate_6_scores,candidate_7_scores,candidate_8_scores,candidate_9_scores,candidate_10_scores,candidate_11_scores,candidate_12_scores
185,324,281,327,344,284,333,129,162,398,399,153,84,0.8,0.6,0.2,0.4,0.2,0.4,0.2,0.4,0.4,0.2,0.2,0.2
186,282,375,391,14,323,149,395,192,265,295,65,102,0.2,0.0,0.4,0.6,0.4,0.2,0.8,0.2,0.0,0.2,0.4,0.4
187,324,240,237,306,0,22,112,384,117,375,278,376,0.2,0.2,0.4,0.8,0.6,0.4,0.4,0.4,0.2,0.2,0.2,0.2
188,311,378,326,53,242,300,55,301,56,316,159,348,0.0,0.2,0.4,0.6,0.4,0.8,0.4,0.2,0.4,0.2,0.0,0.2
189,26,216,379,171,270,102,249,265,194,326,233,98,0.6,0.4,0.6,0.0,0.2,0.4,0.0,0.0,0.0,0.4,0.2,0.8
190,5,310,326,77,361,328,235,94,153,3,121,225,0.2,0.0,0.4,0.2,0.0,0.4,0.4,0.0,0.4,0.8,0.6,0.2
191,243,20,87,292,276,168,8,80,267,263,201,184,0.0,0.4,0.0,0.8,0.2,0.6,0.2,0.4,0.2,0.4,0.4,0.2
192,1,331,29,79,383,346,303,64,49,353,17,234,0.2,0.4,0.8,0.2,0.4,0.2,0.2,0.6,0.4,0.2,0.4,0.2
193,52,111,198,120,152,92,188,373,35,313,355,257,0.2,0.2,0.0,0.4,0.2,0.4,0.0,0.8,0.6,0.4,0.2,0.4
194,290,228,316,248,260,80,140,323,21,89,134,177,0.2,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.4,0.4,0.8,0.2
195,100,186,13,108,86,195,261,396,95,152,4,96,0.4,0.2,0.2,0.4,0.0,0.2,0.8,0.2,0.4,0.4,0.6,0.2
196,8,335,89,367,221,157,386,64,163,155,206,372,0.2,0.2,0.2,0.6,0.8,0.6,0.4,0.4,0.4,0.2,0.2,0.2
197,386,274,295,373,88,184,90,133,233,314,225,19,0.0,0.6,0.0,0.4,0.4,0.2,0.0,0.0,0.4,0.2,0.6,0.8
198,118,228,15,229,111,148,78,174,91,77,375,107,0.0,0.2,0.2,0.8,0.4,0.2,0.6,0.4,0.4,0.2,0.4,0.0
199,76,177,342,383,274,206,359,332,77,369,157,282,0.4,0.0,0.2,0.0,0.2,0.8,0.4,0.4,0.2,0.4,0.0,0.4
200,341,93,245,263,96,70,98,375,114,47,155,90,0.2,0.0,0.4,0.4,0.8,0.0,0.4,0.0,0.4,0.0,0.4,0.0
201,75,13,301,216,252,375,288,5,366,247,44,132,0.6,0.2,0.0,0.6,0.2,0.2,0.8,0.4,0.2,0.4,0.4,0.2
202,133,224,170,99,267,107,306,22,48,172,205,327,0.4,0.2,0.0,0.6,0.2,0.4,0.2,0.2,0.2,0.4,0.6,0.8
203,219,348,215,156,230,397,248,87,363,78,305,116,0.2,0.8,0.0,0.4,0.2,0.6,0.2,0.2,0.4,0.2,0.4,0.6
204,39,224,174,21,45,207,162,249,117,33,200,20,0.4,0.4,0.2,0.8,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.6
205,336,378,197,30,178,67,369,257,319,104,160,149,0.0,0.2,0.8,0.2,0.6,0.2,0.4,0.4,0.4,0.2,0.4,0.0
206,89,324,260,282,242,399,393,181,233,337,62,80,0.2,0.4,0.4,0.2,0.2,0.0,0.2,0.2,0.8,0.4,0.6,0.6
207,288,27,218,243,40,398,94,387,93,53,344,389,0.8,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.4
208,310,372,16,53,367,143,329,57,250,393,137,171,0.0,0.4,0.6,0.2,0.0,0.4,0.0,0.2,0.8,0.4,0.6,0.0
209,138,204,393,363,18,371,266,320,55,265,274,28,0.2,0.2,0.4,0.2,0.4,0.8,0.2,0.4,0.2,0.2,0.4,0.4
210,250,26,378,230,22,146,121,297,249,216,388,194,0.4,0.2,0.2,0.4,0.2,0.0,0.0,0.4,0.4,0.4,0.2,0.8
211,272,44,39,68,288,96,19,6,36,252,180,258,0.4,0.4,0.0,0.6,0.2,0.2,0.4,0.0,0.2,1.0,0.2,0.6
212,141,334,395,272,108,117,312,90,64,260,262,236,0.8,0.2,0.6,0.4,0.2,0.0,0.2,0.4,0.0,0.4,0.0,0.4
213,253,166,208,100,111,60,346,308,201,55,360,394,0.4,0.2,0.4,0.0,0.4,0.2,0.4,0.8,0.2,0.2,0.4,0.2
214,287,286,51,192,169,381,31,15,220,190,26,362,0.4,0.2,0.6,0.4,0.8,0.0,0.6,0.4,0.2,0.2,0.2,0.2
215,120,252,30,292,198,221,291,11,269,149,205,14,0.4,0.2,0.4,0.2,0.4,0.4,0.8,0.0,0.4,0.0,0.2,0.2
216,34,255,373,95,287,288,71,57,323,30,350,180,0.2,0.4,0.0,0.6,0.4,0.0,0.4,0.2,0.2,0.6,0.8,0.0
217,245,205,117,384,73,149,378,376,126,22,370,302,0.0,0.4,0.6,0.0,0.6,0.2,0.8,0.2,0.2,0.4,0.2,0.6
218,101,352,20,271,90,193,105,223,376,243,308,128,0.2,0.4,0.4,0.2,0.2,0.4,0.0,0.6,0.0,0.4,0.2,0.8
219,257,115,166,348,244,8,35,218,49,217,382,269,0.4,0.4,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.8,0.2,0.2
220,301,17,316,342,220,202,330,142,26,101,269,351,0.2,0.8,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2
221,274,374,91,357,16,113,128,316,148,324,220,85,0.2,0.2,0.2,0.4,0.8,0.0,0.2,0.4,0.0,0.4,0.4,0.4
222,387,2,336,324,235,220,68,186,6,263,253,216,0.6,0.2,0.2,0.2,0.2,0.0,0.6,0.6,0.6,0.2,0.6,0.8
223,170,288,348,272,148,64,372,317,268,40,140,299,0.0,0.2,0.2,0.2,0.4,0.4,0.8,0.4,0.4,0.0,0.2,0.4
224,98,231,228,124,61,381,303,247,316,99,312,8,0.4,0.4,0.8,0.2,0.2,0.2,0.0,0.4,0.6,0.2,0.4,0.2
225,368,1,91,362,16,281,105,197,134,165,159,162,0.2,0.4,0.4,0.4,0.0,0.6,0.2,0.2,0.0,0.4,0.8,0.2
226,195,260,198,110,46,219,325,379,353,196,204,53,0.0,0.6,0.2,0.6,0.2,0.2,0.4,0.8,0.4,0.2,0.0,0.4
227,82,69,251,19,228,187,139,183,220,154,281,54,0.6,0.0,0.6,0.4,0.2,0.4,0.6,0.2,0.2,0.2,0.0,0.8
228,306,62,397,269,183,163,220,126,340,104,252,123,0.4,0.0,0.4,0.4,0.2,0.0,0.2,0.4,0.0,0.8,0.4,0.2
229,387,18,362,118,322,82,298,102,42,55,367,13,0.6,0.2,0.2,0.2,0.6,0.4,0.8,0.2,0.6,0.2,0.2,0.4
230,304,86,236,212,374,5,273,272,208,265,255,309,0.2,0.4,0.0,0.4,0.0,0.8,0.4,0.0,0.4,0.0,0.0,0.4
231,252,278,376,39,70,219,282,174,210,298,290,200,0.0,0.2,0.4,0.4,0.8,0.4,0.2,0.2,0.0,0.4,0.6,0.2
232,317,246,113,295,157,302,19,145,323,13,131,3,0.0,0.0,0.4,0.4,0.2,0.4,0.6,0.4,0.2,0.2,0.8,0.2
233,178,268,318,5,333,347,393,175,346,323,94,187,0.2,0.2,0.4,0.2,0.0,0.4,0.2,0.8,0.4,0.4,0.4,0.2
234,65,383,187,86,305,210,248,7,116,109,328,80,0.0,0.4,0.2,0.4,0.2,0.2,0.4,0.8,0.4,0.2,0.0,0.4
235,139,174,298,68,15,296,101,294,342,23,58,143,0.2,0.2,0.2,0.6,0.8,0.2,0.0,0.4,0.0,0.6,0.4,0.4
236,355,298,34,230,156,194,111,201,253,152,185,261,0.4,0.2,0.6,0.4,0.0,0.2,0.4,1.0,0.4,0.2,0.2,0.2
237,73,5,269,210,281,191,361,53,384,376,9,128,0.6,0.0,0.2,0.8,0.6,0.6,0.2,0.2,0.2,0.4,0.4,0.2
238,88,166,303,345,118,129,306,217,238,86,331,35,0.8,0.4,0.2,0.2,0.4,0.6,0.2,0.0,0.6,0.2,0.2,0.4
239,61,78,45,46,376,39,158,363,206,37,306,23,0.6,0.0,0.2,0.2,0.4,0.2,0.6,0.4,0.2,0.6,0.8,0.0
240,80,285,115,114,295,338,153,357,35,316,296,13,0.8,0.2,0.4,0.4,0.4,0.0,0.2,0.0,0.2,0.4,0.0,0.4
241,387,172,104,110,94,98,93,168,327,321,333,166,0.2,0.4,0.2,0.8,0.0,0.2,0.4,0.4,0.2,0.6,0.4,0.2
242,56,309,319,203,40,333,276,369,271,258,273,353,0.0,0.4,0.0,0.2,0.4,0.4,0.2,0.4,0.2,0.4,0.8,0.2
243,375,230,177,378,278,310,120,210,68,286,233,344,0.4,0.2,0.2,0.2,0.8,0.4,0.2,0.0,0.6,0.2,0.4,0.4
244,107,310,50,299,363,1,133,244,24,98,242,136,0.4,0.2,0.2,0.4,0.0,0.6,0.4,0.2,0.2,0.2,0.8,0.6
245,246,52,151,67,36,189,74,207,393,17,229,164,0.4,0.8,0.2,0.2,0.0,0.2,0.2,0.4,0.4,0.6,0.0,0.6
246,158,99,159,376,55,114,92,270,374,91,90,82,0.8,0.0,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.2,0.4
247,61,272,223,236,45,36,53,28,19,124,54,146,0.8,0.4,0.2,0.2,0.0,0.0,0.2,0.4,0.6,0.0,0.4,0.6
248,374,107,129,283,353,93,266,304,356,249,153,297,0.0,0.4,0.6,1.0,0.2,0.6,0.2,0.2,0.4,0.0,0.4,0.2
249,343,16,230,226,378,81,208,302,289,194,246,24,0.2,0.4,0.2,0.4,0.2,0.6,0.8,0.2,0.6,0.6,0.0,0.2
